"idrefformula","idherbsmed","idcrude","composition","unit"
"F00150","K00033","T00038","1",""
"F00150","K00033","T00039","1",""
"F00150","K00033","T00042","1.5",""
"F00150","K00033","T00056","2",""
"F00150","K00033","T00080","1",""
"F00150","K00033","T00116","1",""
"F00150","K00033","T00117","1",""
"F00150","K00033","T00128","2",""
"F00150","K00033","T00149","1.5",""
"F00150","K00033","T00150","3",""
"F00150","K00033","T00157","3",""
"F00150","K00033","T00161","3",""
"F00151","K00033","T00024","4",""
"F00151","K00033","T00039","1.5",""
"F00151","K00033","T00042","3",""
"F00151","K00033","T00056","3",""
"F00151","K00033","T00080","4",""
"F00151","K00033","T00093","3",""
"F00151","K00033","T00116","3",""
"F00151","K00033","T00117","4",""
"F00151","K00033","T00128","3",""
"F00151","K00033","T00149","4",""
"F00151","K00033","T00150","3",""
"F00151","K00033","T00157","3",""
"F00151","K00033","T00161","4",""
"F00152","K00033","T00024","1",""
"F00152","K00033","T00038","1",""
"F00152","K00033","T00039","1",""
"F00152","K00033","T00042","1.5",""
"F00152","K00033","T00056","2",""
"F00152","K00033","T00080","1",""
"F00152","K00033","T00116","2",""
"F00152","K00033","T00117","1",""
"F00152","K00033","T00128","2",""
"F00152","K00033","T00149","1",""
"F00152","K00033","T00150","3",""
"F00152","K00033","T00157","3",""
"F00152","K00033","T00161","3",""
"F00153","K00033","T00024","1",""
"F00153","K00033","T00039","1",""
"F00153","K00033","T00042","1.5",""
"F00153","K00033","T00056","2",""
"F00153","K00033","T00080","1",""
"F00153","K00033","T00093","2",""
"F00153","K00033","T00116","2",""
"F00153","K00033","T00117","1",""
"F00153","K00033","T00128","2",""
"F00153","K00033","T00149","1",""
"F00153","K00033","T00150","3",""
"F00153","K00033","T00157","3",""
"F00153","K00033","T00161","3",""
"F00154","K00033","T00024","1",""
"F00154","K00033","T00039","1",""
"F00154","K00033","T00042","1.5",""
"F00154","K00033","T00056","2",""
"F00154","K00033","T00080","1.5",""
"F00154","K00033","T00093","2",""
"F00154","K00033","T00116","2",""
"F00154","K00033","T00128","2",""
"F00154","K00033","T00149","1",""
"F00154","K00033","T00150","3",""
"F00154","K00033","T00157","3",""
"F00154","K00033","T00161","3",""
"F00155","K00033","T00024","1",""
"F00155","K00033","T00038","1",""
"F00155","K00033","T00039","1",""
"F00155","K00033","T00042","1.5",""
"F00155","K00033","T00056","2",""
"F00155","K00033","T00080","1",""
"F00155","K00033","T00116","1_2",""
"F00155","K00033","T00117","1",""
"F00155","K00033","T00128","2",""
"F00155","K00033","T00149","1_1.5",""
"F00155","K00033","T00150","3",""
"F00155","K00033","T00157","3",""
"F00155","K00033","T00161","3",""
"F00156","K00033","T00024","1_4",""
"F00156","K00033","T00039","1_1.5",""
"F00156","K00033","T00042","1.5_3",""
"F00156","K00033","T00056","2_3",""
"F00156","K00033","T00093","1",""
"F00156","K00033","T00113","1_4",""
"F00156","K00033","T00116","1_3",""
"F00156","K00033","T00117","1_4",""
"F00156","K00033","T00128","2_3",""
"F00156","K00033","T00149","1_4",""
"F00156","K00033","T00150","3",""
"F00156","K00033","T00157","3",""
"F00156","K00033","T00161","3_4",""
"F00157","K00033","T00024","1_2",""
"F00157","K00033","T00038","1_2",""
"F00157","K00033","T00039","1_2",""
"F00157","K00033","T00042","1.5",""
"F00157","K00033","T00056","2",""
"F00157","K00033","T00080","1_2",""
"F00157","K00033","T00116","1_2",""
"F00157","K00033","T00117","1_2",""
"F00157","K00033","T00128","2",""
"F00157","K00033","T00149","1_1.5",""
"F00157","K00033","T00150","3",""
"F00157","K00033","T00157","3",""
"F00157","K00033","T00161","3",""
"F00158","K00033","T00024","1",""
"F00158","K00033","T00039","1",""
"F00158","K00033","T00042","1.5",""
"F00158","K00033","T00056","2",""
"F00158","K00033","T00093","1",""
"F00158","K00033","T00113","1",""
"F00158","K00033","T00116","2",""
"F00158","K00033","T00117","1",""
"F00158","K00033","T00128","2",""
"F00158","K00033","T00149","1",""
"F00158","K00033","T00150","3",""
"F00158","K00033","T00157","3",""
"F00158","K00033","T00161","3",""
"F00159","K00034","T00016","3",""
"F00159","K00034","T00020","3",""
"F00159","K00034","T00030","5",""
"F00159","K00034","T00039","2",""
"F00160","K00034","T00016","3",""
"F00160","K00034","T00020","3",""
"F00160","K00034","T00030","6",""
"F00160","K00034","T00039","2",""
"F00161","K00034","T00016","2両",""
"F00161","K00034","T00020","3両",""
"F00161","K00034","T00030","半斤",""
"F00161","K00034","T00039","2両",""
"F00162","K00034","T00016","3",""
"F00162","K00034","T00020","3",""
"F00162","K00034","T00030","5_6",""
"F00162","K00034","T00039","2",""
"F00163","K00034","T00016","3",""
"F00163","K00034","T00020","3",""
"F00163","K00034","T00030","8",""
"F00163","K00034","T00039","2",""
"F00164","K00035","T00030","8",""
"F00164","K00035","T00039","2",""
"F00164","K00035","T00051","3",""
"F00164","K00035","T00086","3",""
"F00164","K00035","T00093","1",""
"F00164","K00035","T00116","4",""
"F00164","K00035","T00157","6",""
"F00164","K00035","T00171","4",""
"F00165","K00036","T00020","1.5",""
"F00165","K00036","T00030","3",""
"F00165","K00036","T00039","1",""
"F00165","K00036","T00053","1.5",""
"F00165","K00036","T00069","1.5",""
"F00165","K00036","T00075","3",""
"F00165","K00036","T00086","3",""
"F00165","K00036","T00115","1",""
"F00166","K00036","T00020","1銭",""
"F00166","K00036","T00030","1銭",""
"F00166","K00036","T00039","3分",""
"F00166","K00036","T00053","1銭",""
"F00166","K00036","T00069","1銭",""
"F00166","K00036","T00086","1銭",""
"F00166","K00036","T00115","1銭",""
"F00166","K00036","T00223","1銭",""
"F00167","K00036","T00020","1.5",""
"F00167","K00036","T00030","3",""
"F00167","K00036","T00039","1",""
"F00167","K00036","T00053","1",""
"F00167","K00036","T00069","1.5",""
"F00167","K00036","T00075","3",""
"F00167","K00036","T00086","3",""
"F00167","K00036","T00115","0.5_1",""
"F00168","K00036","T00020","1.5",""
"F00168","K00036","T00030","3",""
"F00168","K00036","T00039","1",""
"F00168","K00036","T00053","1",""
"F00168","K00036","T00069","1.5",""
"F00168","K00036","T00075","3",""
"F00168","K00036","T00086","3",""
"F00168","K00036","T00115","1",""
"F00169","K00037","T00030","4",""
"F00169","K00037","T00039","2",""
"F00169","K00037","T00086","2",""
"F00169","K00037","T00093","3",""
"F00169","K00037","T00116","3",""
"F00169","K00037","T00171","3",""
"F00169","K00037","T00198","2",""
"F00170","K00037","T00030","4",""
"F00170","K00037","T00038","1",""
"F00170","K00037","T00039","2",""
"F00170","K00037","T00086","2",""
"F00170","K00037","T00116","3",""
"F00170","K00037","T00171","3",""
"F00170","K00037","T00198","2",""
"F00171","K00037","T00030","4",""
"F00171","K00037","T00039","2",""
"F00171","K00037","T00086","2",""
"F00171","K00037","T00093","3",""
"F00171","K00037","T00116","3",""
"F00171","K00037","T00171","4",""
"F00171","K00037","T00198","2",""
"F00172","K00037","T00030","5.5",""
"F00172","K00037","T00039","2",""
"F00172","K00037","T00086","3",""
"F00172","K00037","T00093","4",""
"F00172","K00037","T00116","4",""
"F00172","K00037","T00171","4",""
"F00172","K00037","T00198","3",""
"F00173","K00037","T00030","8",""
"F00173","K00037","T00039","2",""
"F00173","K00037","T00086","3",""
"F00173","K00037","T00093","4",""
"F00173","K00037","T00116","4",""
"F00173","K00037","T00171","4",""
"F00173","K00037","T00198","3",""
"F00174","K00037","T00030","8",""
"F00174","K00037","T00038","1",""
"F00174","K00037","T00039","2",""
"F00174","K00037","T00086","3",""
"F00174","K00037","T00116","4",""
"F00174","K00037","T00171","4",""
"F00174","K00037","T00198","3",""
"F00175","K00037","T00030","4",""
"F00175","K00037","T00039","2",""
"F00175","K00037","T00086","2",""
"F00175","K00037","T00093","1",""
"F00175","K00037","T00116","3",""
"F00175","K00037","T00171","4",""
"F00175","K00037","T00198","2",""
"F00176","K00037","T00030","(処方1)8, (処方2)4",""
"F00176","K00037","T00038","(処方1)1, (処方2)1",""
"F00176","K00037","T00039","(処方1)2, (処方2)2",""
"F00176","K00037","T00086","(処方1)3, (処方2)2",""
"F00176","K00037","T00116","(処方1)4, (処方2)3",""
"F00176","K00037","T00171","(処方1)4, (処方2)3",""
"F00176","K00037","T00198","(処方1)3, (処方2)2",""
"F00177","K00037","T00030","4_8",""
"F00177","K00037","T00039","2",""
"F00177","K00037","T00051","2_3",""
"F00177","K00037","T00086","2_3",""
"F00177","K00037","T00093","1_1.5",""
"F00177","K00037","T00116","3_4",""
"F00177","K00037","T00171","3_4",""
"F00178","K00037","T00030","8",""
"F00178","K00037","T00039","2",""
"F00178","K00037","T00051","3",""
"F00178","K00037","T00086","3",""
"F00178","K00037","T00093","1",""
"F00178","K00037","T00116","4",""
"F00178","K00037","T00171","4",""
"F00179","K00038","T00030","4",""
"F00179","K00038","T00039","2",""
"F00179","K00038","T00086","2",""
"F00179","K00038","T00093","1",""
"F00179","K00038","T00096","3",""
"F00179","K00038","T00103","3",""
"F00179","K00038","T00116","3",""
"F00179","K00038","T00171","4",""
"F00179","K00038","T00198","2",""
"F00180","K00038","T00030","8",""
"F00180","K00038","T00038","1",""
"F00180","K00038","T00039","2",""
"F00180","K00038","T00086","3",""
"F00180","K00038","T00096","2_3",""
"F00180","K00038","T00103","2_3",""
"F00180","K00038","T00116","4",""
"F00180","K00038","T00171","4",""
"F00180","K00038","T00198","3",""
"F00181","K00038","T00030","4_8",""
"F00181","K00038","T00039","2",""
"F00181","K00038","T00051","2_3",""
"F00181","K00038","T00086","2_3",""
"F00181","K00038","T00093","1_1.5",""
"F00181","K00038","T00096","2_3",""
"F00181","K00038","T00103","2_3",""
"F00181","K00038","T00116","3_4",""
"F00181","K00038","T00171","3_4",""
"F00182","K00038","T00030","8",""
"F00182","K00038","T00039","2",""
"F00182","K00038","T00051","3",""
"F00182","K00038","T00086","3",""
"F00182","K00038","T00093","1",""
"F00182","K00038","T00096","3",""
"F00182","K00038","T00103","3",""
"F00182","K00038","T00116","4",""
"F00182","K00038","T00171","4",""
"F00183","K00039","T00029","1",""
"F00183","K00039","T00054","5",""
"F00183","K00039","T00101","1",""
"F00184","K00040","T00020","2",""
"F00184","K00040","T00021","2",""
"F00184","K00040","T00038","2",""
"F00184","K00040","T00039","2",""
"F00184","K00040","T00043","2",""
"F00184","K00040","T00052","2",""
"F00184","K00040","T00072","2",""
"F00184","K00040","T00075","2",""
"F00184","K00040","T00116","2",""
"F00184","K00040","T00128","3",""
"F00184","K00040","T00143","2",""
"F00184","K00040","T00157","5",""
"F00184","K00040","T00161","4",""
"F00184","K00040","T00272","3",""
"F00185","K00040","T00021","2",""
"F00185","K00040","T00039","2",""
"F00185","K00040","T00043","3",""
"F00185","K00040","T00052","2",""
"F00185","K00040","T00072","2",""
"F00185","K00040","T00075","2",""
"F00185","K00040","T00093","2",""
"F00185","K00040","T00116","2",""
"F00185","K00040","T00128","3",""
"F00185","K00040","T00143","2",""
"F00185","K00040","T00157","5",""
"F00185","K00040","T00161","3",""
"F00185","K00040","T00272","3",""
"F00186","K00040","T00021","1.5",""
"F00186","K00040","T00039","1.5",""
"F00186","K00040","T00043","2.2",""
"F00186","K00040","T00062","1.5",""
"F00186","K00040","T00072","1.5",""
"F00186","K00040","T00090","1.5",""
"F00186","K00040","T00093","○",""
"F00186","K00040","T00116","○",""
"F00186","K00040","T00128","1.8",""
"F00186","K00040","T00143","1.5",""
"F00186","K00040","T00157","5.2",""
"F00186","K00040","T00161","1.5",""
"F00186","K00040","T00272","2.2",""
"F00187","K00040","T00020","1",""
"F00187","K00040","T00032","1",""
"F00187","K00040","T00038","1",""
"F00187","K00040","T00039","1",""
"F00187","K00040","T00072","1",""
"F00187","K00040","T00128","3",""
"F00187","K00040","T00157","6",""
"F00187","K00040","T00161","6",""
"F00187","K00040","T00272","2",""
"F00188","K00040","T00020","1.5",""
"F00188","K00040","T00039","1",""
"F00188","K00040","T00043","1.5",""
"F00188","K00040","T00072","5",""
"F00188","K00040","T00093","3",""
"F00188","K00040","T00128","2",""
"F00188","K00040","T00157","4",""
"F00188","K00040","T00161","4",""
"F00188","K00040","T00272","2",""
"F00189","K00040","T00020","2",""
"F00189","K00040","T00038","1",""
"F00189","K00040","T00039","2",""
"F00189","K00040","T00043","3",""
"F00189","K00040","T00072","3.5",""
"F00189","K00040","T00075","2",""
"F00189","K00040","T00143","3",""
"F00189","K00040","T00157","3.5",""
"F00189","K00040","T00161","3.5",""
"F00189","K00040","T00272","3",""
"F00190","K00040","T00020","1.5",""
"F00190","K00040","T00039","1",""
"F00190","K00040","T00043","1.5",""
"F00190","K00040","T00072","2_5",""
"F00190","K00040","T00093","3",""
"F00190","K00040","T00128","2.5",""
"F00190","K00040","T00157","6",""
"F00190","K00040","T00161","6",""
"F00190","K00040","T00272","2",""
"F00191","K00040","T00020","2",""
"F00191","K00040","T00021","2",""
"F00191","K00040","T00038","1",""
"F00191","K00040","T00039","2",""
"F00191","K00040","T00043","2",""
"F00191","K00040","T00052","2",""
"F00191","K00040","T00072","3",""
"F00191","K00040","T00075","2",""
"F00191","K00040","T00116","2",""
"F00191","K00040","T00128","3",""
"F00191","K00040","T00143","2",""
"F00191","K00040","T00157","5",""
"F00191","K00040","T00161","4",""
"F00191","K00040","T00272","3",""
"F00192","K00040","T00021","2",""
"F00192","K00040","T00039","2",""
"F00192","K00040","T00043","2",""
"F00192","K00040","T00052","2",""
"F00192","K00040","T00072","2",""
"F00192","K00040","T00075","2",""
"F00192","K00040","T00093","2",""
"F00192","K00040","T00116","2",""
"F00192","K00040","T00128","3",""
"F00192","K00040","T00143","2",""
"F00192","K00040","T00157","5",""
"F00192","K00040","T00161","4",""
"F00192","K00040","T00272","3",""
"F00193","K00040","T00021","3",""
"F00193","K00040","T00039","1",""
"F00193","K00040","T00043","2",""
"F00193","K00040","T00062","3",""
"F00193","K00040","T00072","3",""
"F00193","K00040","T00090","3",""
"F00193","K00040","T00093","1",""
"F00193","K00040","T00116","2",""
"F00193","K00040","T00128","2",""
"F00193","K00040","T00143","3",""
"F00193","K00040","T00157","4",""
"F00193","K00040","T00161","2",""
"F00193","K00040","T00272","2",""
"F00194","K00040","T00021","2",""
"F00194","K00040","T00038","1_2",""
"F00194","K00040","T00039","1_2",""
"F00194","K00040","T00043","1_2",""
"F00194","K00040","T00052","2",""
"F00194","K00040","T00072","2",""
"F00194","K00040","T00075","2",""
"F00194","K00040","T00116","2",""
"F00194","K00040","T00128","2_3",""
"F00194","K00040","T00143","2",""
"F00194","K00040","T00157","4_6",""
"F00194","K00040","T00161","4_6",""
"F00194","K00040","T00272","2_3",""
"F00195","K00040","T00020","1_2",""
"F00195","K00040","T00021","2_3",""
"F00195","K00040","T00039","1_2",""
"F00195","K00040","T00043","1_3",""
"F00195","K00040","T00052","2",""
"F00195","K00040","T00072","1_5",""
"F00195","K00040","T00075","2_3",""
"F00195","K00040","T00093","1_2",""
"F00195","K00040","T00116","2",""
"F00195","K00040","T00128","2_3",""
"F00195","K00040","T00143","2_3",""
"F00195","K00040","T00157","3.5_6",""
"F00195","K00040","T00161","3_6",""
"F00195","K00040","T00272","2_3",""
"F00196","K00040","T00020","1",""
"F00196","K00040","T00039","1.5",""
"F00196","K00040","T00043","1.5",""
"F00196","K00040","T00072","1",""
"F00196","K00040","T00093","1.5",""
"F00196","K00040","T00128","3",""
"F00196","K00040","T00157","6",""
"F00196","K00040","T00161","6",""
"F00196","K00040","T00272","3",""
"F00197","K00041","T00015","3",""
"F00197","K00041","T00021","2",""
"F00197","K00041","T00039","1",""
"F00197","K00041","T00064","3",""
"F00197","K00041","T00069","2",""
"F00197","K00041","T00072","3",""
"F00197","K00041","T00092","3",""
"F00197","K00041","T00093","1.5",""
"F00197","K00041","T00116","2",""
"F00197","K00041","T00133","2",""
"F00197","K00041","T00143","3",""
"F00197","K00041","T00161","3",""
"F00197","K00041","T00169","2",""
"F00197","K00041","T00176","1",""
"F00197","K00041","T00181","3",""
"F00198","K00041","T00015","3",""
"F00198","K00041","T00021","2",""
"F00198","K00041","T00039","1",""
"F00198","K00041","T00064","3",""
"F00198","K00041","T00069","2",""
"F00198","K00041","T00072","3",""
"F00198","K00041","T00092","3",""
"F00198","K00041","T00093","1",""
"F00198","K00041","T00116","2",""
"F00198","K00041","T00133","2",""
"F00198","K00041","T00143","3",""
"F00198","K00041","T00161","3",""
"F00198","K00041","T00176","1",""
"F00198","K00041","T00181","3",""
"F00199","K00041","T00015","2",""
"F00199","K00041","T00021","1",""
"F00199","K00041","T00039","1",""
"F00199","K00041","T00064","2.5",""
"F00199","K00041","T00069","2.5",""
"F00199","K00041","T00072","3",""
"F00199","K00041","T00092","3",""
"F00199","K00041","T00093","1",""
"F00199","K00041","T00116","1",""
"F00199","K00041","T00133","2",""
"F00199","K00041","T00143","3",""
"F00199","K00041","T00161","3",""
"F00199","K00041","T00176","1",""
"F00199","K00041","T00181","3",""
"F00200","K00041","T00015","2",""
"F00200","K00041","T00021","1",""
"F00200","K00041","T00039","1",""
"F00200","K00041","T00064","3",""
"F00200","K00041","T00069","2",""
"F00200","K00041","T00072","3",""
"F00200","K00041","T00092","3",""
"F00200","K00041","T00093","1",""
"F00200","K00041","T00116","1",""
"F00200","K00041","T00133","2",""
"F00200","K00041","T00143","3",""
"F00200","K00041","T00161","3",""
"F00200","K00041","T00176","1",""
"F00200","K00041","T00181","3",""
"F00201","K00041","T00015","2",""
"F00201","K00041","T00021","1.5",""
"F00201","K00041","T00039","1",""
"F00201","K00041","T00064","3",""
"F00201","K00041","T00069","2",""
"F00201","K00041","T00072","3",""
"F00201","K00041","T00092","3",""
"F00201","K00041","T00093","1.5",""
"F00201","K00041","T00116","1.5",""
"F00201","K00041","T00133","2",""
"F00201","K00041","T00143","3",""
"F00201","K00041","T00161","3",""
"F00201","K00041","T00176","1",""
"F00201","K00041","T00181","3",""
"F00202","K00041","T00015","2_3",""
"F00202","K00041","T00021","1_2",""
"F00202","K00041","T00038","1",""
"F00202","K00041","T00039","1",""
"F00202","K00041","T00064","3",""
"F00202","K00041","T00069","2",""
"F00202","K00041","T00072","2_3",""
"F00202","K00041","T00092","2_3",""
"F00202","K00041","T00116","1_2",""
"F00202","K00041","T00133","2",""
"F00202","K00041","T00143","2_3",""
"F00202","K00041","T00161","2_3",""
"F00202","K00041","T00169","2",""
"F00202","K00041","T00176","1",""
"F00202","K00041","T00181","2_3",""
"F00203","K00041","T00015","2_3",""
"F00203","K00041","T00021","1_2",""
"F00203","K00041","T00039","1",""
"F00203","K00041","T00064","2.5_3",""
"F00203","K00041","T00069","2_2.5",""
"F00203","K00041","T00072","3",""
"F00203","K00041","T00093","1_1.5",""
"F00203","K00041","T00116","1_2",""
"F00203","K00041","T00133","2",""
"F00203","K00041","T00143","3",""
"F00203","K00041","T00150","3",""
"F00203","K00041","T00161","3",""
"F00203","K00041","T00169","2",""
"F00203","K00041","T00176","1",""
"F00203","K00041","T00181","3",""
"F00204","K00041","T00015","2",""
"F00204","K00041","T00021","1.5",""
"F00204","K00041","T00039","1",""
"F00204","K00041","T00064","3",""
"F00204","K00041","T00069","2",""
"F00204","K00041","T00072","3",""
"F00204","K00041","T00093","1",""
"F00204","K00041","T00116","1.5",""
"F00204","K00041","T00133","2",""
"F00204","K00041","T00143","3",""
"F00204","K00041","T00150","3",""
"F00204","K00041","T00161","3",""
"F00204","K00041","T00176","1",""
"F00204","K00041","T00181","3",""
"F00205","K00042","T00016","2",""
"F00205","K00042","T00018","2",""
"F00205","K00042","T00020","2",""
"F00205","K00042","T00031","3",""
"F00205","K00042","T00039","1.5",""
"F00205","K00042","T00064","2",""
"F00205","K00042","T00069","2",""
"F00205","K00042","T00083","2",""
"F00205","K00042","T00094","1.5",""
"F00205","K00042","T00115","1.5",""
"F00205","K00042","T00175","2",""
"F00205","K00042","T00183","2",""
"F00205","K00042","T00246","1.5",""
"F00206","K00043","T00038","1",""
"F00206","K00043","T00039","2",""
"F00206","K00043","T00064","3",""
"F00206","K00043","T00086","3",""
"F00206","K00043","T00092","3",""
"F00206","K00043","T00133","3",""
"F00206","K00043","T00156","1",""
"F00206","K00043","T00161","3",""
"F00206","K00043","T00169","2",""
"F00206","K00043","T00229","2",""
"F00207","K00043","T00039","2",""
"F00207","K00043","T00064","3",""
"F00207","K00043","T00086","3",""
"F00207","K00043","T00093","2",""
"F00207","K00043","T00133","3",""
"F00207","K00043","T00150","3",""
"F00207","K00043","T00156","1",""
"F00207","K00043","T00161","3",""
"F00207","K00043","T00169","2",""
"F00207","K00043","T00229","2",""
"F00208","K00043","T00038","1",""
"F00208","K00043","T00039","1.5",""
"F00208","K00043","T00064","3",""
"F00208","K00043","T00086","3",""
"F00208","K00043","T00133","3",""
"F00208","K00043","T00150","3",""
"F00208","K00043","T00161","3",""
"F00208","K00043","T00193","1",""
"F00208","K00043","T00221","2",""
"F00208","K00043","T00227","2",""
"F00209","K00043","T00036","1.5",""
"F00209","K00043","T00039","1.5",""
"F00209","K00043","T00064","3",""
"F00209","K00043","T00069","2",""
"F00209","K00043","T00086","3",""
"F00209","K00043","T00133","3",""
"F00209","K00043","T00150","3",""
"F00209","K00043","T00156","1",""
"F00209","K00043","T00161","3",""
"F00209","K00043","T00169","2",""
"F00210","K00043","T00039","1.5",""
"F00210","K00043","T00064","3",""
"F00210","K00043","T00086","3",""
"F00210","K00043","T00092","3",""
"F00210","K00043","T00093","2",""
"F00210","K00043","T00133","3",""
"F00210","K00043","T00156","1",""
"F00210","K00043","T00161","3",""
"F00210","K00043","T00169","2",""
"F00210","K00043","T00229","2",""
"F00211","K00043","T00038","1",""
"F00211","K00043","T00039","2",""
"F00211","K00043","T00064","3",""
"F00211","K00043","T00086","3",""
"F00211","K00043","T00133","3",""
"F00211","K00043","T00150","3",""
"F00211","K00043","T00156","1",""
"F00211","K00043","T00161","3",""
"F00211","K00043","T00169","2",""
"F00211","K00043","T00229","2",""
"F00212","K00043","T00039","2",""
"F00212","K00043","T00064","3",""
"F00212","K00043","T00086","3",""
"F00212","K00043","T00092","3",""
"F00212","K00043","T00093","1",""
"F00212","K00043","T00133","3",""
"F00212","K00043","T00156","1",""
"F00212","K00043","T00161","3",""
"F00212","K00043","T00169","2",""
"F00212","K00043","T00229","2",""
"F00213","K00043","T00038","1",""
"F00213","K00043","T00039","1.5_2",""
"F00213","K00043","T00064","3",""
"F00213","K00043","T00069","2",""
"F00213","K00043","T00086","3",""
"F00213","K00043","T00092","3",""
"F00213","K00043","T00133","3",""
"F00213","K00043","T00161","3",""
"F00213","K00043","T00169","2",""
"F00213","K00043","T00193","1",""
"F00214","K00043","T00039","1.5_2",""
"F00214","K00043","T00064","3",""
"F00214","K00043","T00069","2",""
"F00214","K00043","T00086","3",""
"F00214","K00043","T00093","1",""
"F00214","K00043","T00133","3",""
"F00214","K00043","T00150","3",""
"F00214","K00043","T00161","3",""
"F00214","K00043","T00169","2",""
"F00214","K00043","T00193","1",""
"F00215","K00043","T00039","2",""
"F00215","K00043","T00064","3",""
"F00215","K00043","T00069","2",""
"F00215","K00043","T00086","3",""
"F00215","K00043","T00093","1",""
"F00215","K00043","T00133","3",""
"F00215","K00043","T00150","3",""
"F00215","K00043","T00156","1",""
"F00215","K00043","T00161","3",""
"F00215","K00043","T00169","2",""
"F00216","K00044","T00039","2",""
"F00216","K00044","T00064","3",""
"F00216","K00044","T00086","3",""
"F00216","K00044","T00093","2",""
"F00216","K00044","T00133","3",""
"F00216","K00044","T00150","3",""
"F00216","K00044","T00156","1",""
"F00216","K00044","T00161","3",""
"F00216","K00044","T00169","2",""
"F00216","K00044","T00229","2",""
"F00217","K00044","T00039","1.5",""
"F00217","K00044","T00064","3",""
"F00217","K00044","T00075","3",""
"F00217","K00044","T00086","3",""
"F00217","K00044","T00092","3",""
"F00217","K00044","T00103","3",""
"F00217","K00044","T00133","3",""
"F00217","K00044","T00156","1",""
"F00217","K00044","T00161","3",""
"F00217","K00044","T00169","2",""
"F00217","K00044","T00229","2",""
"F00218","K00044","T00038","1",""
"F00218","K00044","T00039","1.5",""
"F00218","K00044","T00064","3",""
"F00218","K00044","T00075","3",""
"F00218","K00044","T00086","3",""
"F00218","K00044","T00103","3",""
"F00218","K00044","T00133","3",""
"F00218","K00044","T00150","3",""
"F00218","K00044","T00161","3",""
"F00218","K00044","T00193","1",""
"F00218","K00044","T00225","2",""
"F00218","K00044","T00227","2",""
"F00219","K00044","T00038","1",""
"F00219","K00044","T00039","2",""
"F00219","K00044","T00064","3",""
"F00219","K00044","T00086","3",""
"F00219","K00044","T00090","3",""
"F00219","K00044","T00103","3",""
"F00219","K00044","T00133","3",""
"F00219","K00044","T00150","3",""
"F00219","K00044","T00156","1",""
"F00219","K00044","T00161","3",""
"F00219","K00044","T00169","2",""
"F00219","K00044","T00229","2",""
"F00220","K00044","T00039","2",""
"F00220","K00044","T00064","3",""
"F00220","K00044","T00086","3",""
"F00220","K00044","T00092","3",""
"F00220","K00044","T00093","1",""
"F00220","K00044","T00133","3",""
"F00220","K00044","T00156","1",""
"F00220","K00044","T00161","3",""
"F00220","K00044","T00169","2",""
"F00220","K00044","T00229","2",""
"F00221","K00044","T00038","1",""
"F00221","K00044","T00039","1.5_2",""
"F00221","K00044","T00064","3",""
"F00221","K00044","T00069","2",""
"F00221","K00044","T00075","3",""
"F00221","K00044","T00086","3",""
"F00221","K00044","T00092","3",""
"F00221","K00044","T00103","3",""
"F00221","K00044","T00133","3",""
"F00221","K00044","T00161","3",""
"F00221","K00044","T00169","2",""
"F00221","K00044","T00193","1",""
"F00222","K00044","T00039","1.5_2",""
"F00222","K00044","T00064","3",""
"F00222","K00044","T00069","2",""
"F00222","K00044","T00075","3_4",""
"F00222","K00044","T00086","3_4",""
"F00222","K00044","T00093","1_2",""
"F00222","K00044","T00103","3_4",""
"F00222","K00044","T00133","3_4",""
"F00222","K00044","T00150","3",""
"F00222","K00044","T00161","3",""
"F00222","K00044","T00169","2",""
"F00222","K00044","T00193","1",""
"F00223","K00045","T00039","1.5",""
"F00223","K00045","T00056","4.5",""
"F00223","K00045","T00068","3",""
"F00223","K00045","T00093","3",""
"F00223","K00045","T00098","3",""
"F00223","K00045","T00109","6",""
"F00223","K00045","T00116","3",""
"F00223","K00045","T00128","4.5",""
"F00223","K00045","T00147","3",""
"F00224","K00045","T00039","1銭",""
"F00224","K00045","T00056","1銭",""
"F00224","K00045","T00109","2銭",""
"F00224","K00045","T00128","1銭",""
"F00225","K00045","T00038","1",""
"F00225","K00045","T00039","1",""
"F00225","K00045","T00056","3",""
"F00225","K00045","T00068","2",""
"F00225","K00045","T00098","2",""
"F00225","K00045","T00109","4",""
"F00225","K00045","T00116","2",""
"F00225","K00045","T00128","3",""
"F00225","K00045","T00147","2",""
"F00226","K00045","T00038","1",""
"F00226","K00045","T00039","1",""
"F00226","K00045","T00056","3",""
"F00226","K00045","T00098","2",""
"F00226","K00045","T00109","4",""
"F00226","K00045","T00116","2",""
"F00226","K00045","T00119","3",""
"F00226","K00045","T00147","2",""
"F00227","K00045","T00039","1",""
"F00227","K00045","T00056","3",""
"F00227","K00045","T00093","2",""
"F00227","K00045","T00098","2",""
"F00227","K00045","T00109","4",""
"F00227","K00045","T00116","2",""
"F00227","K00045","T00128","3",""
"F00227","K00045","T00147","2",""
"F00228","K00045","T00039","2分",""
"F00228","K00045","T00056","6分",""
"F00228","K00045","T00093","3片",""
"F00228","K00045","T00109","6分",""
"F00228","K00045","T00128","4分",""
"F00228","K00045","T00147","4分",""
"F00228","K00045","T00207","4分",""
"F00228","K00045","T00259","4分",""
"F00228","K00045","T00263","6分",""
"F00228","K00045","T00267","4分",""
"F00228","K00045","T00270","4分",""
"F00229","K00045","T00038","1",""
"F00229","K00045","T00039","2",""
"F00229","K00045","T00056","3",""
